element,wavelength,intensity,persistence,type,spectrum_region
Palladium,1203.9645,800.0,1,Transition Metals,Ultraviolet
Palladium,1214.5242,600.0,0,Transition Metals,Ultraviolet
Palladium,1218.6219,700.0,1,Transition Metals,Ultraviolet
Palladium,1225.2684,600.0,0,Transition Metals,Ultraviolet
Palladium,1235.1957,600.0,0,Transition Metals,Ultraviolet
Palladium,1237.0677,700.0,1,Transition Metals,Ultraviolet
Palladium,1320.0229,800.0,1,Transition Metals,Ultraviolet
Palladium,1363.6892,700.0,1,Transition Metals,Ultraviolet
Palladium,1365.543,600.0,0,Transition Metals,Ultraviolet
Palladium,1367.7039,800.0,1,Transition Metals,Ultraviolet
Palladium,1374.8481,900.0,1,Transition Metals,Ultraviolet
Palladium,1162.17,600.0,1,Transition Metals,Ultraviolet
Palladium,1183.4003,700.0,1,Transition Metals,Ultraviolet
Palladium,1196.4051,1000.0,1,Transition Metals,Ultraviolet
Palladium,1203.9645,800.0,1,Transition Metals,Ultraviolet
Palladium,1214.5242,600.0,0,Transition Metals,Ultraviolet
Palladium,1218.6219,700.0,1,Transition Metals,Ultraviolet
Palladium,1225.2684,600.0,0,Transition Metals,Ultraviolet
Palladium,1235.1957,600.0,0,Transition Metals,Ultraviolet
Palladium,1237.0677,700.0,1,Transition Metals,Ultraviolet
Palladium,1320.0229,800.0,1,Transition Metals,Ultraviolet
Palladium,1363.6892,700.0,1,Transition Metals,Ultraviolet
Palladium,1365.543,600.0,0,Transition Metals,Ultraviolet
Palladium,1367.7039,800.0,1,Transition Metals,Ultraviolet
Palladium,1374.8481,900.0,1,Transition Metals,Ultraviolet
Phosphorus,1310.7,200.0,1,Nonmetals,Ultraviolet
Phosphorus,1532.53,80.0,1,Nonmetals,Ultraviolet
Phosphorus,1535.91,130.0,1,Nonmetals,Ultraviolet
Phosphorus,1536.41,80.0,1,Nonmetals,Ultraviolet
Phosphorus,1542.29,130.0,1,Nonmetals,Ultraviolet
Phosphorus,1674.59,800.0,1,Nonmetals,Ultraviolet
Phosphorus,1679.69,1000.0,1,Nonmetals,Ultraviolet
Phosphorus,1774.95,1000.0,1,Nonmetals,Ultraviolet
Phosphorus,1782.83,800.0,1,Nonmetals,Ultraviolet
Phosphorus,1787.65,700.0,1,Nonmetals,Ultraviolet
Phosphorus,1858.88,600.0,0,Nonmetals,Ultraviolet
Phosphorus,1859.39,400.0,0,Nonmetals,Ultraviolet
Phosphorus,1310.7,200.0,1,Nonmetals,Ultraviolet
Phosphorus,1532.53,80.0,1,Nonmetals,Ultraviolet
Phosphorus,1535.91,130.0,1,Nonmetals,Ultraviolet
Phosphorus,1536.41,80.0,1,Nonmetals,Ultraviolet
Phosphorus,1542.29,130.0,1,Nonmetals,Ultraviolet
Phosphorus,1674.59,800.0,1,Nonmetals,Ultraviolet
Phosphorus,1679.69,1000.0,1,Nonmetals,Ultraviolet
Phosphorus,1774.95,1000.0,1,Nonmetals,Ultraviolet
Phosphorus,1782.83,800.0,1,Nonmetals,Ultraviolet
Phosphorus,1787.65,700.0,1,Nonmetals,Ultraviolet
Phosphorus,1858.88,600.0,0,Nonmetals,Ultraviolet
Phosphorus,1859.39,400.0,0,Nonmetals,Ultraviolet
Fluorine,484.6,900.0,1,Halogens,Ultraviolet
Fluorine,605.66,900.0,1,Halogens,Ultraviolet
Fluorine,606.28,800.0,1,Halogens,Ultraviolet
Fluorine,606.8,1000.0,1,Halogens,Ultraviolet
Fluorine,606.92,700.0,1,Halogens,Ultraviolet
Fluorine,607.47,800.0,1,Halogens,Ultraviolet
Fluorine,608.06,900.0,1,Halogens,Ultraviolet
Fluorine,951.87,500.0,1,Halogens,Ultraviolet
Fluorine,954.82,1000.0,1,Halogens,Ultraviolet
Fluorine,955.54,800.0,1,Halogens,Ultraviolet
Fluorine,958.52,500.0,1,Halogens,Ultraviolet
Fluorine,973.89,400.0,0,Halogens,Ultraviolet
Fluorine,976.21,100.0,0,Halogens,Ultraviolet
Fluorine,977.74,100.0,0,Halogens,Ultraviolet
Fluorine,484.6,900.0,1,Halogens,Ultraviolet
Fluorine,605.66,900.0,1,Halogens,Ultraviolet
Fluorine,606.28,800.0,1,Halogens,Ultraviolet
Fluorine,606.8,1000.0,1,Halogens,Ultraviolet
Fluorine,606.92,700.0,1,Halogens,Ultraviolet
Fluorine,607.47,800.0,1,Halogens,Ultraviolet
Fluorine,608.06,900.0,1,Halogens,Ultraviolet
Fluorine,951.87,500.0,1,Halogens,Ultraviolet
Fluorine,954.82,1000.0,1,Halogens,Ultraviolet
Fluorine,955.54,800.0,1,Halogens,Ultraviolet
Fluorine,958.52,500.0,1,Halogens,Ultraviolet
Fluorine,973.89,400.0,0,Halogens,Ultraviolet
Fluorine,976.21,100.0,0,Halogens,Ultraviolet
Fluorine,977.74,100.0,0,Halogens,Ultraviolet
Platinum,1164.4184,30.0,0,Transition Metals,Ultraviolet
Platinum,1166.8635,30.0,0,Transition Metals,Ultraviolet
Platinum,1169.7477,90.0,0,Transition Metals,Ultraviolet
Platinum,1178.9614,80.0,0,Transition Metals,Ultraviolet
Platinum,1182.3552,30.0,0,Transition Metals,Ultraviolet
Platinum,1186.2203,60.0,0,Transition Metals,Ultraviolet
Platinum,1193.4484,60.0,0,Transition Metals,Ultraviolet
Platinum,1198.7745,70.0,0,Transition Metals,Ultraviolet
Platinum,1219.4931,110.0,0,Transition Metals,Ultraviolet
Platinum,1229.0134,40.0,0,Transition Metals,Ultraviolet
Platinum,1232.8739,40.0,0,Transition Metals,Ultraviolet
Platinum,1238.8499,90.0,0,Transition Metals,Ultraviolet
Platinum,1248.6069,200.0,0,Transition Metals,Ultraviolet
Platinum,1264.5677,40.0,0,Transition Metals,Ultraviolet
Platinum,1271.7939,40.0,0,Transition Metals,Ultraviolet
Platinum,1283.6978,30.0,0,Transition Metals,Ultraviolet
Platinum,1289.9515,70.0,0,Transition Metals,Ultraviolet
Platinum,1290.0131,30.0,0,Transition Metals,Ultraviolet
Platinum,1290.0131,30.0,0,Transition Metals,Ultraviolet
Platinum,1292.7998,30.0,0,Transition Metals,Ultraviolet
Platinum,1302.4578,50.0,0,Transition Metals,Ultraviolet
Platinum,1303.1187,40.0,0,Transition Metals,Ultraviolet
Platinum,1327.4314,40.0,0,Transition Metals,Ultraviolet
Platinum,1348.83,40.0,0,Transition Metals,Ultraviolet
Platinum,1352.9768,30.0,0,Transition Metals,Ultraviolet
Platinum,1363.3059,30.0,0,Transition Metals,Ultraviolet
Platinum,1364.1171,30.0,0,Transition Metals,Ultraviolet
Platinum,1373.1724,30.0,0,Transition Metals,Ultraviolet
Platinum,1378.9572,120.0,0,Transition Metals,Ultraviolet
Platinum,1382.046,100.0,0,Transition Metals,Ultraviolet
Platinum,1403.9006,200.0,0,Transition Metals,Ultraviolet
Platinum,1429.5248,80.0,0,Transition Metals,Ultraviolet
Platinum,1447.803,40.0,0,Transition Metals,Ultraviolet
Platinum,1454.2866,30.0,0,Transition Metals,Ultraviolet
Platinum,1454.2866,30.0,0,Transition Metals,Ultraviolet
Platinum,1461.0786,40.0,0,Transition Metals,Ultraviolet
Platinum,1462.6591,40.0,0,Transition Metals,Ultraviolet
Platinum,1475.6306,60.0,0,Transition Metals,Ultraviolet
Platinum,1482.8256,150.0,0,Transition Metals,Ultraviolet
Platinum,1491.9735,25.0,0,Transition Metals,Ultraviolet
Platinum,1494.7256,200.0,0,Transition Metals,Ultraviolet
Platinum,1498.1132,100.0,0,Transition Metals,Ultraviolet
Platinum,1499.3707,200.0,0,Transition Metals,Ultraviolet
Platinum,1505.2462,140.0,0,Transition Metals,Ultraviolet
Platinum,1506.2923,110.0,0,Transition Metals,Ultraviolet
Platinum,1507.6288,30.0,0,Transition Metals,Ultraviolet
Platinum,1509.292,600.0,0,Transition Metals,Ultraviolet
Platinum,1520.7414,30.0,0,Transition Metals,Ultraviolet
Platinum,1524.5715,150.0,0,Transition Metals,Ultraviolet
Platinum,1524.7295,900.0,0,Transition Metals,Ultraviolet
Platinum,1524.7295,900.0,0,Transition Metals,Ultraviolet
Platinum,1528.2831,80.0,0,Transition Metals,Ultraviolet
Platinum,1530.1969,60.0,0,Transition Metals,Ultraviolet
Platinum,1534.9063,100.0,0,Transition Metals,Ultraviolet
Platinum,1540.504,50.0,0,Transition Metals,Ultraviolet
Platinum,1541.8337,60.0,0,Transition Metals,Ultraviolet
Platinum,1542.7098,30.0,0,Transition Metals,Ultraviolet
Platinum,1546.8248,40.0,0,Transition Metals,Ultraviolet
Platinum,1552.3268,110.0,0,Transition Metals,Ultraviolet
Platinum,1554.9285,200.0,0,Transition Metals,Ultraviolet
Platinum,1558.3479,30.0,0,Transition Metals,Ultraviolet
Platinum,1559.3893,40.0,0,Transition Metals,Ultraviolet
Platinum,1561.545,40.0,0,Transition Metals,Ultraviolet
Platinum,1561.545,40.0,0,Transition Metals,Ultraviolet
Platinum,1568.9021,30.0,0,Transition Metals,Ultraviolet
Platinum,1573.1802,30.0,0,Transition Metals,Ultraviolet
Platinum,1573.818,40.0,0,Transition Metals,Ultraviolet
Platinum,1574.3059,200.0,0,Transition Metals,Ultraviolet
Platinum,1579.4357,80.0,0,Transition Metals,Ultraviolet
Platinum,1581.398,90.0,0,Transition Metals,Ultraviolet
Platinum,1587.7205,40.0,0,Transition Metals,Ultraviolet
Platinum,1589.3735,40.0,0,Transition Metals,Ultraviolet
Platinum,1594.0344,40.0,0,Transition Metals,Ultraviolet
Platinum,1594.2611,40.0,0,Transition Metals,Ultraviolet
Platinum,1604.0102,9.0,0,Transition Metals,Ultraviolet
Platinum,1621.659,80.0,0,Transition Metals,Ultraviolet
Platinum,1631.0903,80.0,0,Transition Metals,Ultraviolet
Platinum,1634.2337,120.0,0,Transition Metals,Ultraviolet
Platinum,1636.1647,25.0,0,Transition Metals,Ultraviolet
Platinum,1644.4634,8.0,0,Transition Metals,Ultraviolet
Platinum,1659.486,50.0,0,Transition Metals,Ultraviolet
Platinum,1669.2312,200.0,0,Transition Metals,Ultraviolet
Platinum,1677.8443,20.0,0,Transition Metals,Ultraviolet
Platinum,1684.5867,50.0,0,Transition Metals,Ultraviolet
Platinum,1684.5867,50.0,0,Transition Metals,Ultraviolet
Platinum,1690.7825,7.0,0,Transition Metals,Ultraviolet
Platinum,1698.4958,30.0,0,Transition Metals,Ultraviolet
Platinum,1707.071,80.0,0,Transition Metals,Ultraviolet
Platinum,1713.8364,40.0,0,Transition Metals,Ultraviolet
Platinum,1714.4801,7.0,0,Transition Metals,Ultraviolet
Platinum,1723.1314,150.0,0,Transition Metals,Ultraviolet
Platinum,1727.6799,50.0,0,Transition Metals,Ultraviolet
Platinum,1735.8642,90.0,0,Transition Metals,Ultraviolet
Platinum,1737.1732,14.0,0,Transition Metals,Ultraviolet
Platinum,1744.4305,10.0,0,Transition Metals,Ultraviolet
Platinum,1753.8286,120.0,0,Transition Metals,Ultraviolet
Platinum,1753.8286,120.0,0,Transition Metals,Ultraviolet
Platinum,1764.5948,14.0,0,Transition Metals,Ultraviolet
Platinum,1766.0328,25.0,0,Transition Metals,Ultraviolet
Platinum,1767.1612,120.0,0,Transition Metals,Ultraviolet
Platinum,1775.016,200.0,0,Transition Metals,Ultraviolet
Platinum,1776.5571,40.0,0,Transition Metals,Ultraviolet
Platinum,1777.0866,600.0,1,Transition Metals,Ultraviolet
Platinum,1777.2783,20.0,0,Transition Metals,Ultraviolet
Platinum,1781.8617,250.0,0,Transition Metals,Ultraviolet
Platinum,1785.8803,30.0,0,Transition Metals,Ultraviolet
Platinum,1786.648,25.0,0,Transition Metals,Ultraviolet
Platinum,1802.9398,20.0,0,Transition Metals,Ultraviolet
Platinum,1812.8819,20.0,0,Transition Metals,Ultraviolet
Platinum,1817.8736,15.0,0,Transition Metals,Ultraviolet
Platinum,1825.3262,8.0,0,Transition Metals,Ultraviolet
Platinum,1826.1377,13.0,0,Transition Metals,Ultraviolet
Platinum,1833.3875,25.0,0,Transition Metals,Ultraviolet
Platinum,1835.0745,40.0,0,Transition Metals,Ultraviolet
Platinum,1836.5075,80.0,0,Transition Metals,Ultraviolet
Platinum,1838.8246,30.0,0,Transition Metals,Ultraviolet
Platinum,1839.5258,80.0,0,Transition Metals,Ultraviolet
Platinum,1845.7517,25.0,0,Transition Metals,Ultraviolet
Platinum,1849.6831,13.0,0,Transition Metals,Ultraviolet
Platinum,1853.4523,9.0,0,Transition Metals,Ultraviolet
Platinum,1853.4523,40.0,0,Transition Metals,Ultraviolet
Platinum,1867.1302,80.0,0,Transition Metals,Ultraviolet
Platinum,1870.41,90.0,0,Transition Metals,Ultraviolet
Platinum,1871.1038,30.0,0,Transition Metals,Ultraviolet
Platinum,1879.1031,70.0,0,Transition Metals,Ultraviolet
Platinum,1883.0587,600.0,1,Transition Metals,Ultraviolet
Platinum,1885.8171,30.0,0,Transition Metals,Ultraviolet
Platinum,1889.5226,140.0,0,Transition Metals,Ultraviolet
Platinum,1895.0088,30.0,0,Transition Metals,Ultraviolet
Platinum,1897.5769,30.0,0,Transition Metals,Ultraviolet
Platinum,1898.1722,40.0,0,Transition Metals,Ultraviolet
Platinum,1899.0445,30.0,0,Transition Metals,Ultraviolet
Platinum,1903.2186,15.0,0,Transition Metals,Ultraviolet
Platinum,1911.7092,400.0,1,Transition Metals,Ultraviolet
Platinum,1928.432,40.0,0,Transition Metals,Ultraviolet
Platinum,1929.2449,250.0,1,Transition Metals,Ultraviolet
Platinum,1929.6829,40.0,0,Transition Metals,Ultraviolet
Platinum,1934.369,50.0,0,Transition Metals,Ultraviolet
Platinum,1937.4245,100.0,0,Transition Metals,Ultraviolet
Platinum,1939.811,130.0,0,Transition Metals,Ultraviolet
Platinum,1940.0319,20.0,0,Transition Metals,Ultraviolet
Platinum,1944.4617,150.0,0,Transition Metals,Ultraviolet
Platinum,1949.9102,40.0,0,Transition Metals,Ultraviolet
Platinum,1954.7436,30.0,0,Transition Metals,Ultraviolet
Platinum,1963.1429,11.0,0,Transition Metals,Ultraviolet
Platinum,1969.6807,13.0,0,Transition Metals,Ultraviolet
Platinum,1971.5374,30.0,0,Transition Metals,Ultraviolet
Platinum,1978.8444,50.0,0,Transition Metals,Ultraviolet
Platinum,1979.7647,25.0,0,Transition Metals,Ultraviolet
Platinum,1983.7486,40.0,0,Transition Metals,Ultraviolet
Platinum,1987.7868,9.0,0,Transition Metals,Ultraviolet
Platinum,1989.1056,15.0,0,Transition Metals,Ultraviolet
Platinum,1990.5751,80.0,0,Transition Metals,Ultraviolet
Platinum,1991.583,8.0,0,Transition Metals,Ultraviolet
Platinum,1995.8991,11.0,0,Transition Metals,Ultraviolet
Platinum,1164.4184,30.0,0,Transition Metals,Ultraviolet
Platinum,1166.8635,30.0,0,Transition Metals,Ultraviolet
Platinum,1169.7477,90.0,0,Transition Metals,Ultraviolet
Platinum,1178.9614,80.0,0,Transition Metals,Ultraviolet
Platinum,1182.3552,30.0,0,Transition Metals,Ultraviolet
Platinum,1186.2203,60.0,0,Transition Metals,Ultraviolet
Platinum,1193.4484,60.0,0,Transition Metals,Ultraviolet
Platinum,1198.7745,70.0,0,Transition Metals,Ultraviolet
Platinum,1219.4931,110.0,0,Transition Metals,Ultraviolet
Platinum,1229.0134,40.0,0,Transition Metals,Ultraviolet
Platinum,1232.8739,40.0,0,Transition Metals,Ultraviolet
Platinum,1238.8499,90.0,0,Transition Metals,Ultraviolet
Platinum,1248.6069,200.0,0,Transition Metals,Ultraviolet
Platinum,1264.5677,40.0,0,Transition Metals,Ultraviolet
Platinum,1271.7939,40.0,0,Transition Metals,Ultraviolet
Platinum,1283.6978,30.0,0,Transition Metals,Ultraviolet
Platinum,1289.9515,70.0,0,Transition Metals,Ultraviolet
Platinum,1290.0131,30.0,0,Transition Metals,Ultraviolet
Platinum,1290.0131,30.0,0,Transition Metals,Ultraviolet
Platinum,1292.7998,30.0,0,Transition Metals,Ultraviolet
Platinum,1302.4578,50.0,0,Transition Metals,Ultraviolet
Platinum,1303.1187,40.0,0,Transition Metals,Ultraviolet
Platinum,1327.4314,40.0,0,Transition Metals,Ultraviolet
Platinum,1348.83,40.0,0,Transition Metals,Ultraviolet
Platinum,1352.9768,30.0,0,Transition Metals,Ultraviolet
Platinum,1363.3059,30.0,0,Transition Metals,Ultraviolet
Platinum,1364.1171,30.0,0,Transition Metals,Ultraviolet
Platinum,1373.1724,30.0,0,Transition Metals,Ultraviolet
Platinum,1378.9572,120.0,0,Transition Metals,Ultraviolet
Platinum,1382.046,100.0,0,Transition Metals,Ultraviolet
Platinum,1403.9006,200.0,0,Transition Metals,Ultraviolet
Platinum,1429.5248,80.0,0,Transition Metals,Ultraviolet
Platinum,1447.803,40.0,0,Transition Metals,Ultraviolet
Platinum,1454.2866,30.0,0,Transition Metals,Ultraviolet
Platinum,1454.2866,30.0,0,Transition Metals,Ultraviolet
Platinum,1461.0786,40.0,0,Transition Metals,Ultraviolet
Platinum,1462.6591,40.0,0,Transition Metals,Ultraviolet
Platinum,1475.6306,60.0,0,Transition Metals,Ultraviolet
Platinum,1482.8256,150.0,0,Transition Metals,Ultraviolet
Platinum,1491.9735,25.0,0,Transition Metals,Ultraviolet
Platinum,1494.7256,200.0,0,Transition Metals,Ultraviolet
Platinum,1498.1132,100.0,0,Transition Metals,Ultraviolet
Platinum,1499.3707,200.0,0,Transition Metals,Ultraviolet
Platinum,1505.2462,140.0,0,Transition Metals,Ultraviolet
Platinum,1506.2923,110.0,0,Transition Metals,Ultraviolet
Platinum,1507.6288,30.0,0,Transition Metals,Ultraviolet
Platinum,1509.292,600.0,0,Transition Metals,Ultraviolet
Platinum,1520.7414,30.0,0,Transition Metals,Ultraviolet
Platinum,1524.5715,150.0,0,Transition Metals,Ultraviolet
Platinum,1524.7295,900.0,0,Transition Metals,Ultraviolet
Platinum,1524.7295,900.0,0,Transition Metals,Ultraviolet
Platinum,1528.2831,80.0,0,Transition Metals,Ultraviolet
Platinum,1530.1969,60.0,0,Transition Metals,Ultraviolet
Platinum,1534.9063,100.0,0,Transition Metals,Ultraviolet
Platinum,1540.504,50.0,0,Transition Metals,Ultraviolet
Platinum,1541.8337,60.0,0,Transition Metals,Ultraviolet
Platinum,1542.7098,30.0,0,Transition Metals,Ultraviolet
Platinum,1546.8248,40.0,0,Transition Metals,Ultraviolet
Platinum,1552.3268,110.0,0,Transition Metals,Ultraviolet
Platinum,1554.9285,200.0,0,Transition Metals,Ultraviolet
Platinum,1558.3479,30.0,0,Transition Metals,Ultraviolet
Platinum,1559.3893,40.0,0,Transition Metals,Ultraviolet
Platinum,1561.545,40.0,0,Transition Metals,Ultraviolet
Platinum,1561.545,40.0,0,Transition Metals,Ultraviolet
Platinum,1568.9021,30.0,0,Transition Metals,Ultraviolet
Platinum,1573.1802,30.0,0,Transition Metals,Ultraviolet
Platinum,1573.818,40.0,0,Transition Metals,Ultraviolet
Platinum,1574.3059,200.0,0,Transition Metals,Ultraviolet
Platinum,1579.4357,80.0,0,Transition Metals,Ultraviolet
Platinum,1581.398,90.0,0,Transition Metals,Ultraviolet
Platinum,1587.7205,40.0,0,Transition Metals,Ultraviolet
Platinum,1589.3735,40.0,0,Transition Metals,Ultraviolet
Platinum,1594.0344,40.0,0,Transition Metals,Ultraviolet
Platinum,1594.2611,40.0,0,Transition Metals,Ultraviolet
Platinum,1604.0102,9.0,0,Transition Metals,Ultraviolet
Platinum,1621.659,80.0,0,Transition Metals,Ultraviolet
Platinum,1631.0903,80.0,0,Transition Metals,Ultraviolet
Platinum,1634.2337,120.0,0,Transition Metals,Ultraviolet
Platinum,1636.1647,25.0,0,Transition Metals,Ultraviolet
Platinum,1644.4634,8.0,0,Transition Metals,Ultraviolet
Platinum,1659.486,50.0,0,Transition Metals,Ultraviolet
Platinum,1669.2312,200.0,0,Transition Metals,Ultraviolet
Platinum,1677.8443,20.0,0,Transition Metals,Ultraviolet
Platinum,1684.5867,50.0,0,Transition Metals,Ultraviolet
Platinum,1684.5867,50.0,0,Transition Metals,Ultraviolet
Platinum,1690.7825,7.0,0,Transition Metals,Ultraviolet
Platinum,1698.4958,30.0,0,Transition Metals,Ultraviolet
Platinum,1707.071,80.0,0,Transition Metals,Ultraviolet
Platinum,1713.8364,40.0,0,Transition Metals,Ultraviolet
Platinum,1714.4801,7.0,0,Transition Metals,Ultraviolet
Platinum,1723.1314,150.0,0,Transition Metals,Ultraviolet
Platinum,1727.6799,50.0,0,Transition Metals,Ultraviolet
Platinum,1735.8642,90.0,0,Transition Metals,Ultraviolet
Platinum,1737.1732,14.0,0,Transition Metals,Ultraviolet
Platinum,1744.4305,10.0,0,Transition Metals,Ultraviolet
Platinum,1753.8286,120.0,0,Transition Metals,Ultraviolet
Platinum,1753.8286,120.0,0,Transition Metals,Ultraviolet
Platinum,1764.5948,14.0,0,Transition Metals,Ultraviolet
Platinum,1766.0328,25.0,0,Transition Metals,Ultraviolet
Platinum,1767.1612,120.0,0,Transition Metals,Ultraviolet
Platinum,1775.016,200.0,0,Transition Metals,Ultraviolet
Platinum,1776.5571,40.0,0,Transition Metals,Ultraviolet
Platinum,1777.0866,600.0,1,Transition Metals,Ultraviolet
Platinum,1777.2783,20.0,0,Transition Metals,Ultraviolet
Platinum,1781.8617,250.0,0,Transition Metals,Ultraviolet
Platinum,1785.8803,30.0,0,Transition Metals,Ultraviolet
Platinum,1786.648,25.0,0,Transition Metals,Ultraviolet
Platinum,1802.9398,20.0,0,Transition Metals,Ultraviolet
Platinum,1812.8819,20.0,0,Transition Metals,Ultraviolet
Platinum,1817.8736,15.0,0,Transition Metals,Ultraviolet
Platinum,1825.3262,8.0,0,Transition Metals,Ultraviolet
Platinum,1826.1377,13.0,0,Transition Metals,Ultraviolet
Platinum,1833.3875,25.0,0,Transition Metals,Ultraviolet
Platinum,1835.0745,40.0,0,Transition Metals,Ultraviolet
Platinum,1836.5075,80.0,0,Transition Metals,Ultraviolet
Platinum,1838.8246,30.0,0,Transition Metals,Ultraviolet
Platinum,1839.5258,80.0,0,Transition Metals,Ultraviolet
Platinum,1845.7517,25.0,0,Transition Metals,Ultraviolet
Platinum,1849.6831,13.0,0,Transition Metals,Ultraviolet
Platinum,1853.4523,9.0,0,Transition Metals,Ultraviolet
Platinum,1853.4523,40.0,0,Transition Metals,Ultraviolet
Platinum,1867.1302,80.0,0,Transition Metals,Ultraviolet
Platinum,1870.41,90.0,0,Transition Metals,Ultraviolet
Platinum,1871.1038,30.0,0,Transition Metals,Ultraviolet
Platinum,1879.1031,70.0,0,Transition Metals,Ultraviolet
Platinum,1883.0587,600.0,1,Transition Metals,Ultraviolet
Platinum,1885.8171,30.0,0,Transition Metals,Ultraviolet
Platinum,1889.5226,140.0,0,Transition Metals,Ultraviolet
Platinum,1895.0088,30.0,0,Transition Metals,Ultraviolet
Platinum,1897.5769,30.0,0,Transition Metals,Ultraviolet
Platinum,1898.1722,40.0,0,Transition Metals,Ultraviolet
Platinum,1899.0445,30.0,0,Transition Metals,Ultraviolet
Platinum,1903.2186,15.0,0,Transition Metals,Ultraviolet
Platinum,1911.7092,400.0,1,Transition Metals,Ultraviolet
Platinum,1928.432,40.0,0,Transition Metals,Ultraviolet
Platinum,1929.2449,250.0,1,Transition Metals,Ultraviolet
Platinum,1929.6829,40.0,0,Transition Metals,Ultraviolet
Platinum,1934.369,50.0,0,Transition Metals,Ultraviolet
Platinum,1937.4245,100.0,0,Transition Metals,Ultraviolet
Platinum,1939.811,130.0,0,Transition Metals,Ultraviolet
Platinum,1940.0319,20.0,0,Transition Metals,Ultraviolet
Platinum,1944.4617,150.0,0,Transition Metals,Ultraviolet
Platinum,1949.9102,40.0,0,Transition Metals,Ultraviolet
Platinum,1954.7436,30.0,0,Transition Metals,Ultraviolet
Platinum,1963.1429,11.0,0,Transition Metals,Ultraviolet
Platinum,1969.6807,13.0,0,Transition Metals,Ultraviolet
Platinum,1971.5374,30.0,0,Transition Metals,Ultraviolet
Platinum,1978.8444,50.0,0,Transition Metals,Ultraviolet
Platinum,1979.7647,25.0,0,Transition Metals,Ultraviolet
Platinum,1983.7486,40.0,0,Transition Metals,Ultraviolet
Platinum,1987.7868,9.0,0,Transition Metals,Ultraviolet
Platinum,1989.1056,15.0,0,Transition Metals,Ultraviolet
Platinum,1990.5751,80.0,0,Transition Metals,Ultraviolet
Platinum,1991.583,8.0,0,Transition Metals,Ultraviolet
Platinum,1995.8991,11.0,0,Transition Metals,Ultraviolet
Xenon,740.41,120.0,0,Noble Gases,Ultraviolet
Xenon,803.07,120.0,0,Noble Gases,Ultraviolet
Xenon,880.8,200.0,0,Noble Gases,Ultraviolet
Xenon,885.54,120.0,0,Noble Gases,Ultraviolet
Xenon,925.87,200.0,0,Noble Gases,Ultraviolet
Xenon,935.4,80.0,0,Noble Gases,Ultraviolet
Xenon,972.77,250.0,1,Noble Gases,Ultraviolet
Xenon,976.68,250.0,0,Noble Gases,Ultraviolet
Xenon,1032.44,150.0,0,Noble Gases,Ultraviolet
Xenon,1037.68,250.0,0,Noble Gases,Ultraviolet
Xenon,1041.31,400.0,1,Noble Gases,Ultraviolet
Xenon,1048.27,300.0,1,Noble Gases,Ultraviolet
Xenon,1051.92,400.0,1,Noble Gases,Ultraviolet
Xenon,1074.48,700.0,1,Noble Gases,Ultraviolet
Xenon,1083.86,200.0,0,Noble Gases,Ultraviolet
Xenon,1100.43,400.0,1,Noble Gases,Ultraviolet
Xenon,1158.47,200.0,0,Noble Gases,Ultraviolet
Xenon,1169.63,80.0,0,Noble Gases,Ultraviolet
Xenon,1183.05,250.0,1,Noble Gases,Ultraviolet
Xenon,1192.0376,25.0,1,Noble Gases,Ultraviolet
Xenon,1244.76,200.0,1,Noble Gases,Ultraviolet
Xenon,1250.2091,25.0,1,Noble Gases,Ultraviolet
Xenon,1295.5878,100.0,1,Noble Gases,Ultraviolet
Xenon,1469.6123,60.0,1,Noble Gases,Ultraviolet
Xenon,740.41,120.0,0,Noble Gases,Ultraviolet
Xenon,803.07,120.0,0,Noble Gases,Ultraviolet
Xenon,880.8,200.0,0,Noble Gases,Ultraviolet
Xenon,885.54,120.0,0,Noble Gases,Ultraviolet
Xenon,925.87,200.0,0,Noble Gases,Ultraviolet
Xenon,935.4,80.0,0,Noble Gases,Ultraviolet
Xenon,972.77,250.0,1,Noble Gases,Ultraviolet
Xenon,976.68,250.0,0,Noble Gases,Ultraviolet
Xenon,1032.44,150.0,0,Noble Gases,Ultraviolet
Xenon,1037.68,250.0,0,Noble Gases,Ultraviolet
Xenon,1041.31,400.0,1,Noble Gases,Ultraviolet
Xenon,1048.27,300.0,1,Noble Gases,Ultraviolet
Xenon,1051.92,400.0,1,Noble Gases,Ultraviolet
Xenon,1074.48,700.0,1,Noble Gases,Ultraviolet
Xenon,1083.86,200.0,0,Noble Gases,Ultraviolet
Xenon,1100.43,400.0,1,Noble Gases,Ultraviolet
Xenon,1158.47,200.0,0,Noble Gases,Ultraviolet
Xenon,1169.63,80.0,0,Noble Gases,Ultraviolet
Xenon,1183.05,250.0,1,Noble Gases,Ultraviolet
Xenon,1192.0376,25.0,1,Noble Gases,Ultraviolet
Xenon,1244.76,200.0,1,Noble Gases,Ultraviolet
Xenon,1250.2091,25.0,1,Noble Gases,Ultraviolet
Xenon,1295.5878,100.0,1,Noble Gases,Ultraviolet
Xenon,1469.6123,60.0,1,Noble Gases,Ultraviolet
Gallium,829.529,140.0,0,Post-transition Metals,Ultraviolet
Gallium,1113.708,200.0,0,Post-transition Metals,Ultraviolet
Gallium,1119.133,200.0,0,Post-transition Metals,Ultraviolet
Gallium,1130.76,300.0,0,Post-transition Metals,Ultraviolet
Gallium,1414.401,1000.0,1,Post-transition Metals,Ultraviolet
Gallium,1535.309,800.0,1,Post-transition Metals,Ultraviolet
